DATE,OUTPOST_CODE,MESSAGE_TYPE,ITEM,QUANTITY,FAVORS,ASSIGNED_VEHICLE
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Tequila,1,926,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Medikit,1,450,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Medikit,1,449,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Tequila,1,867,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Tequila,1,850,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Medikit,1,425,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Medikit,1,408,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Medikit,1,405,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Medikit,1,384,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Medikit,1,381,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Medikit,1,373,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Medikit,1,372,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Medikit,1,371,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Rubbing Alcohol,1,139,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Rubbing Alcohol,1,138,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Rubbing Alcohol,1,137,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Rubbing Alcohol,1,136,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Rubbing Alcohol,1,134,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Rubbing Alcohol,1,120,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Rubbing Alcohol,1,115,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Rubbing Alcohol,1,113,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Rubbing Alcohol,1,112,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Rubbing Alcohol,1,110,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Rubbing Alcohol,1,110,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Rubbing Alcohol,1,108,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Rubbing Alcohol,1,108,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Tequila,2,904,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Medikit,2,419,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Medikit,2,385,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Medikit,2,383,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Medikit,2,379,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Medikit,2,377,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Bandages,1,185,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Bandages,1,182,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Bandages,1,182,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Medikit,2,360,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Bandages,1,161,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Bandages,1,154,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Bandages,1,150,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Rubbing Alcohol,2,117,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Medikit,3,438,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Rubbing Alcohol,2,116,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Medikit,3,420,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Medikit,3,417,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Rubbing Alcohol,2,108,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Medikit,3,398,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Medikit,3,381,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Medikit,3,375,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Medikit,3,366,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Medikit,4,486,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Medikit,3,360,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Medikit,4,476,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Rubbing Alcohol,3,138,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Experimental Weaponry,1,656,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Tequila,4,866,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Experimental Weaponry,1,632,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Medikit,4,414,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Medikit,4,401,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Experimental Weaponry,1,598,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Experimental Weaponry,1,593,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Experimental Weaponry,1,586,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Experimental Weaponry,1,585,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Experimental Weaponry,1,584,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Medikit,4,382,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Experimental Weaponry,1,561,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Experimental Weaponry,1,558,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Experimental Weaponry,1,556,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Experimental Weaponry,1,551,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Experimental Weaponry,1,549,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Rubbing Alcohol,3,108,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Rubbing Alcohol,3,108,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Rubbing Alcohol,3,108,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Bandages,2,179,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Bandages,2,177,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Bandages,2,144,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Bandages,3,184,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Bandages,3,178,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Bandages,3,160,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Medical Equipment,1,318,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Hygiene Packs,1,105,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Hygiene Packs,1,104,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Medical Equipment,1,312,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Hygiene Packs,1,103,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Hygiene Packs,1,102,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Hygiene Packs,1,102,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Radio Equipment,1,303,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Hygiene Packs,1,100,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Radio Equipment,1,292,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Radio Equipment,1,289,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Experimental Weaponry,2,578,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Radio Equipment,1,289,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Experimental Weaponry,2,577,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Radio Equipment,1,287,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Radio Equipment,1,286,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Radio Equipment,1,285,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Experimental Weaponry,2,568,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Radio Equipment,1,283,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Radio Equipment,1,274,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Medical Equipment,1,273,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Radio Equipment,1,273,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Radio Equipment,1,273,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Radio Equipment,1,271,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Medical Equipment,1,270,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Medical Equipment,1,270,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Medical Equipment,1,270,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Medical Equipment,1,270,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Radio Equipment,1,268,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Radio Equipment,1,267,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Hygiene Packs,1,89,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Radio Equipment,1,265,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Hygiene Packs,1,88,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Hygiene Packs,1,88,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Experimental Weaponry,3,787,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Hygiene Packs,1,87,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Hygiene Packs,1,87,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Hygiene Packs,1,87,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Radio Equipment,1,258,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Hygiene Packs,1,86,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Hygiene Packs,1,86,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Hygiene Packs,1,85,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Hygiene Packs,1,84,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Hygiene Packs,1,84,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Bandages,4,166,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Hygiene Packs,1,83,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Hygiene Packs,1,81,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Bandages,5,189,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Bandages,5,184,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Bandages,4,144,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Bandages,4,144,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Bandages,4,144,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Experimental Weaponry,3,647,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Diesel,1,133,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Experimental Weaponry,3,597,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Experimental Weaponry,3,591,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Experimental Weaponry,3,588,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Bandages,5,156,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Diesel,1,122,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Bandages,5,150,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Diesel,1,117,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Diesel,1,117,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Bandages,5,144,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Bandages,6,171,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Experimental Weaponry,4,668,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Fat Rations,1,27,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Pulley,1,105,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Pulley,1,103,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Pulley,1,100,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Radio Equipment,2,294,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Pulley,1,97,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Pulley,1,97,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Radio Equipment,2,291,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Pulley,1,96,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Hygiene Packs,2,94,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Makeshift Explosives,1,185,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Radio Equipment,2,272,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Hygiene Packs,2,90,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Makeshift Explosives,1,179,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Radio Equipment,2,268,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Makeshift Explosives,1,178,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Radio Equipment,2,265,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Protein Rations,1,44,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Hygiene Packs,2,88,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Pulley,1,88,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Riot Equipment,1,527,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Radio Equipment,2,263,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Petrol,2,173,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Pulley,1,86,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Pistol Parts,1,256,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Hygiene Packs,2,85,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Pulley,1,85,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Radio Equipment,2,254,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Radio Equipment,2,252,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Pistol Parts,1,251,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Pulley,1,83,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Riot Equipment,1,492,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Pulley,1,81,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Rope,1,81,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Hygiene Packs,2,81,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Pulley,1,81,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Pulley,1,81,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Rope,1,79,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Riot Equipment,1,472,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Rope,1,77,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Pistol Parts,1,231,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Riot Equipment,1,443,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Pistol Parts,1,221,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Workshop Tools,1,220,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Pistol Parts,1,216,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Pistol Parts,1,216,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Pistol Parts,1,216,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Protein Rations,1,36,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Riot Equipment,1,426,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Riot Equipment,1,426,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Riot Equipment,1,423,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Riot Equipment,1,420,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Riot Equipment,1,420,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Riot Equipment,1,419,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Riot Equipment,1,417,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Workshop Tools,1,208,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Riot Equipment,1,416,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Riot Equipment,1,416,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Riot Equipment,1,413,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Riot Equipment,1,413,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Riot Equipment,1,411,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Riot Equipment,1,410,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Radio Equipment,3,306,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Riot Equipment,1,407,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Riot Equipment,1,406,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Riot Equipment,1,405,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Hygiene Packs,3,101,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Riot Equipment,1,404,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Climbing Equipment,1,134,2
2028-09-25,8296373a-bbdf-4523-b846-f5b64b7a5c12,REQUEST,Riot Equipment,1,399,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Workshop Tools,1,199,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Riot Equipment,1,396,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Riot Equipment,1,396,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Hygiene Packs,3,99,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Rope,1,66,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Workshop Tools,1,196,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Radio Equipment,3,294,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Rope,1,65,2
2028-09-25,fce783c8-d09c-4966-ac90-cb0eace4f467,REQUEST,Rope,1,65,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Radio Equipment,3,286,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Climbing Equipment,1,126,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Hygiene Packs,3,93,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Workshop Tools,1,180,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Workshop Tools,1,180,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Radio Equipment,3,270,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Radio Equipment,3,267,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Hygiene Packs,3,89,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,REQUEST,Drone Parts,1,177,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Radio Equipment,3,265,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Diesel,2,117,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Drone Parts,1,171,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Radio Equipment,3,252,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Drone Parts,1,163,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Diesel,3,161,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Rubber Duckies,4,53,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Drone Parts,1,158,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Drone Parts,1,158,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Petrol,3,153,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Pistol Parts,2,305,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Petrol,4,203,2
2028-09-25,2b304d56-7f39-4a94-bb54-5448f03e0a4b,REQUEST,Drilling Equipment,1,150,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Hygiene Packs,4,100,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Drilling Equipment,1,148,2
2028-09-25,15d2f625-e525-4650-aa78-399c6e733d56,REQUEST,Drone Parts,1,146,2
2028-09-25,e1433c35-0236-4958-af1d-9831e675efdf,REQUEST,Drone Parts,1,144,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Drilling Equipment,1,144,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Drone Parts,1,144,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Radio Equipment,4,287,2
2028-09-25,f38fcb79-6c71-41e3-ba46-65622cde328b,REQUEST,Pulley,2,94,2
2028-09-25,f244c7b7-2d4b-4b60-9d75-50473fc68d46,REQUEST,Drilling Equipment,1,141,2
2028-09-25,32f1c49a-5c3f-42e7-8011-397bc5e61ddd,REQUEST,Drilling Equipment,1,136,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Rubber Duckies,4,45,2
2028-09-25,bd68ffbc-02be-4b9e-82f6-24252f3f9594,REQUEST,Rubber Duckies,5,53,2
2028-09-25,daf774d7-9920-4449-9c70-f2e2ce78869c,REQUEST,Carbohydrate Rations,1,11,2
2028-09-25,464bc3d2-1fd2-441f-83b3-db126ef53625,EXCESS,Rubbing Alcohol,1,137,2
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Tequila,1,1093,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Tequila,1,1010,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Tequila,1,974,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Tequila,1,971,3
